YEAR	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2018	NV	Electric Generators, Electric Utilities	Hydroelectric Conventional	1814646
2018	NV	Electric Generators, Electric Utilities	Natural Gas	24147528
2018	NV	Electric Generators, Electric Utilities	Other	28782
2018	NV	Electric Generators, Electric Utilities	Petroleum	7378
2018	NV	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	40650
2018	NY	Total Electric Power Industry	Total	132520501
2018	NY	Total Electric Power Industry	Coal	690386
2018	NY	Total Electric Power Industry	Pumped Storage	-430718
2018	NY	Total Electric Power Industry	Hydroelectric Conventional	29630000
2018	NY	Total Electric Power Industry	Natural Gas	50810426
2018	NY	Total Electric Power Industry	Nuclear	42919011
2018	NY	Total Electric Power Industry	Other Gases	0
2018	NY	Total Electric Power Industry	Other	873145
2018	NY	Total Electric Power Industry	Petroleum	1590710
2018	NY	Total Electric Power Industry	Solar Thermal and Photovoltaic	297472
2018	NY	Total Electric Power Industry	Other Biomass	1615967
2018	NY	Total Electric Power Industry	Wind	3998333
2018	NY	Total Electric Power Industry	Wood and Wood Derived Fuels	525768
2018	NY	Combined Heat and Power, Industrial Power	Total	908000
2018	NY	Combined Heat and Power, Industrial Power	Coal	10943
2018	NY	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	59021
2018	NY	Combined Heat and Power, Industrial Power	Natural Gas	622656
2018	NY	Combined Heat and Power, Industrial Power	Other Gases	0
2018	NY	Combined Heat and Power, Industrial Power	Other	0
2018	NY	Combined Heat and Power, Industrial Power	Petroleum	35319
2018	NY	Combined Heat and Power, Industrial Power	Wind	5965
2018	NY	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	174096
2018	NY	Combined Heat and Power, Commercial Power	Total	1311587
2018	NY	Combined Heat and Power, Commercial Power	Coal	0
2018	NY	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	6149
2018	NY	Combined Heat and Power, Commercial Power	Natural Gas	870161
2018	NY	Combined Heat and Power, Commercial Power	Other	201821
2018	NY	Combined Heat and Power, Commercial Power	Petroleum	13292
2018	NY	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	3889
2018	NY	Combined Heat and Power, Commercial Power	Other Biomass	213184
2018	NY	Combined Heat and Power, Commercial Power	Wind	3092
2018	NY	Combined Heat and Power, Electric Power	Total	12817947
2018	NY	Combined Heat and Power, Electric Power	Natural Gas	12591573
2018	NY	Combined Heat and Power, Electric Power	Other	69678
2018	NY	Combined Heat and Power, Electric Power	Petroleum	84174
2018	NY	Combined Heat and Power, Electric Power	Other Biomass	72522
2018	NY	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2018	NY	Electric Generators, Independent Power Producers	Total	81823021
2018	NY	Electric Generators, Independent Power Producers	Coal	679442
2018	NY	Electric Generators, Independent Power Producers	Hydroelectric Conventional	4459899
2018	NY	Electric Generators, Independent Power Producers	Natural Gas	26356536
2018	NY	Electric Generators, Independent Power Producers	Nuclear	42919011
2018	NY	Electric Generators, Independent Power Producers	Other	601646
2018	NY	Electric Generators, Independent Power Producers	Petroleum	841695
2018	NY	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	293583
2018	NY	Electric Generators, Independent Power Producers	Other Biomass	1330261
2018	NY	Electric Generators, Independent Power Producers	Wind	3989276
2018	NY	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	351672
2018	NY	Electric Generators, Electric Utilities	Total	35659945
2018	NY	Electric Generators, Electric Utilities	Coal	0
2018	NY	Electric Generators, Electric Utilities	Pumped Storage	-430718
2018	NY	Electric Generators, Electric Utilities	Hydroelectric Conventional	25104931
2018	NY	Electric Generators, Electric Utilities	Natural Gas	10369501
2018	NY	Electric Generators, Electric Utilities	Petroleum	616231
2018	OH	Total Electric Power Industry	Total	126184610
2018	OH	Total Electric Power Industry	Coal	58726962
2018	OH	Total Electric Power Industry	Hydroelectric Conventional	244019
2018	OH	Total Electric Power Industry	Natural Gas	44214502
2018	OH	Total Electric Power Industry	Nuclear	18315007
2018	OH	Total Electric Power Industry	Other Gases	786891
2018	OH	Total Electric Power Industry	Other	5433
2018	OH	Total Electric Power Industry	Petroleum	1315746
2018	OH	Total Electric Power Industry	Solar Thermal and Photovoltaic	119055
2018	OH	Total Electric Power Industry	Other Biomass	472597
2018	OH	Total Electric Power Industry	Wind	1750022
2018	OH	Total Electric Power Industry	Wood and Wood Derived Fuels	234377
2018	OH	Combined Heat and Power, Industrial Power	Total	676160
2018	OH	Combined Heat and Power, Industrial Power	Coal	5971
2018	OH	Combined Heat and Power, Industrial Power	Natural Gas	207370
2018	OH	Combined Heat and Power, Industrial Power	Other Gases	157089
2018	OH	Combined Heat and Power, Industrial Power	Other	11603
2018	OH	Combined Heat and Power, Industrial Power	Petroleum	13688
2018	OH	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	1974
2018	OH	Combined Heat and Power, Industrial Power	Other Biomass	8203
2018	OH	Combined Heat and Power, Industrial Power	Wind	62875
2018	OH	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	207388
2018	OH	Combined Heat and Power, Commercial Power	Total	256457
2018	OH	Combined Heat and Power, Commercial Power	Coal	0
2018	OH	Combined Heat and Power, Commercial Power	Natural Gas	242520
2018	OH	Combined Heat and Power, Commercial Power	Petroleum	780
2018	OH	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	2673
2018	OH	Combined Heat and Power, Commercial Power	Other Biomass	7224
2018	OH	Combined Heat and Power, Commercial Power	Wind	3260
2018	OH	Combined Heat and Power, Electric Power	Total	856807
2018	OH	Combined Heat and Power, Electric Power	Coal	0
2018	OH	Combined Heat and Power, Electric Power	Natural Gas	200017
2018	OH	Combined Heat and Power, Electric Power	Other Gases	629801
2018	OH	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	26989
2018	OH	Electric Generators, Independent Power Producers	Total	106770840
2018	OH	Electric Generators, Independent Power Producers	Coal	49330004
2018	OH	Electric Generators, Independent Power Producers	Hydroelectric Conventional	16605
2018	OH	Electric Generators, Independent Power Producers	Natural Gas	35608835
2018	OH	Electric Generators, Independent Power Producers	Nuclear	18315007
2018	OH	Electric Generators, Independent Power Producers	Other	-3607
2018	OH	Electric Generators, Independent Power Producers	Petroleum	1267127
2018	OH	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	107026
2018	OH	Electric Generators, Independent Power Producers	Other Biomass	457170
2018	OH	Electric Generators, Independent Power Producers	Wind	1672673
2018	OH	Electric Generators, Electric Utilities	Total	17624346
2018	OH	Electric Generators, Electric Utilities	Coal	9390988
2018	OH	Electric Generators, Electric Utilities	Hydroelectric Conventional	227414
2018	OH	Electric Generators, Electric Utilities	Natural Gas	7955759
2018	OH	Electric Generators, Electric Utilities	Other	-2563
2018	OH	Electric Generators, Electric Utilities	Petroleum	34152
2018	OH	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	7382
2018	OH	Electric Generators, Electric Utilities	Other Biomass	0
2018	OH	Electric Generators, Electric Utilities	Wind	11214
2018	OK	Total Electric Power Industry	Total	86223721
2018	OK	Total Electric Power Industry	Coal	14906747
2018	OK	Total Electric Power Industry	Pumped Storage	-135051
2018	OK	Total Electric Power Industry	Hydroelectric Conventional	2034897
2018	OK	Total Electric Power Industry	Natural Gas	41612986
2018	OK	Total Electric Power Industry	Other	57075
2018	OK	Total Electric Power Industry	Petroleum	17978
2018	OK	Total Electric Power Industry	Solar Thermal and Photovoltaic	61626
2018	OK	Total Electric Power Industry	Other Biomass	76845
2018	OK	Total Electric Power Industry	Wind	27338228
2018	OK	Total Electric Power Industry	Wood and Wood Derived Fuels	252390
2018	OK	Combined Heat and Power, Industrial Power	Total	886794
2018	OK	Combined Heat and Power, Industrial Power	Coal	204751
2018	OK	Combined Heat and Power, Industrial Power	Natural Gas	370950
2018	OK	Combined Heat and Power, Industrial Power	Other	3482
2018	OK	Combined Heat and Power, Industrial Power	Petroleum	1026
2018	OK	Combined Heat and Power, Industrial Power	Other Biomass	56097
2018	OK	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	250488
2018	OK	Combined Heat and Power, Commercial Power	Total	15
2018	OK	Combined Heat and Power, Commercial Power	Natural Gas	15
2018	OK	Combined Heat and Power, Commercial Power	Petroleum	0
2018	OK	Combined Heat and Power, Electric Power	Total	2001324
2018	OK	Combined Heat and Power, Electric Power	Coal	1833889
2018	OK	Combined Heat and Power, Electric Power	Natural Gas	111939
2018	OK	Combined Heat and Power, Electric Power	Other	53593
2018	OK	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	1902
2018	OK	Electric Generators, Independent Power Producers	Total	41468021
2018	OK	Electric Generators, Independent Power Producers	Natural Gas	15448127
2018	OK	Electric Generators, Independent Power Producers	Other Biomass	20748
2018	OK	Electric Generators, Independent Power Producers	Wind	25999146
2018	OK	Electric Generators, Electric Utilities	Total	41867567
2018	OK	Electric Generators, Electric Utilities	Coal	12868107
2018	OK	Electric Generators, Electric Utilities	Pumped Storage	-135051
2018	OK	Electric Generators, Electric Utilities	Hydroelectric Conventional	2034897
2018	OK	Electric Generators, Electric Utilities	Natural Gas	25681955
2018	OK	Electric Generators, Electric Utilities	Petroleum	16951
2018	OK	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	61626
2018	OK	Electric Generators, Electric Utilities	Wind	1339082
2018	OR	Total Electric Power Industry	Total	64113560
2018	OR	Total Electric Power Industry	Coal	1476391
2018	OR	Total Electric Power Industry	Geothermal	176235
2018	OR	Total Electric Power Industry	Hydroelectric Conventional	35442773
2018	OR	Total Electric Power Industry	Natural Gas	17922777
2018	OR	Total Electric Power Industry	Other	34095
2018	OR	Total Electric Power Industry	Petroleum	4856
2018	OR	Total Electric Power Industry	Solar Thermal and Photovoltaic	571696
2018	OR	Total Electric Power Industry	Other Biomass	357073
2018	OR	Total Electric Power Industry	Wind	7447442
2018	OR	Total Electric Power Industry	Wood and Wood Derived Fuels	680223
2018	OR	Combined Heat and Power, Industrial Power	Total	609335
2018	OR	Combined Heat and Power, Industrial Power	Natural Gas	73094
2018	OR	Combined Heat and Power, Industrial Power	Petroleum	0
2018	OR	Combined Heat and Power, Industrial Power	Other Biomass	22018
2018	OR	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	514223
2018	OR	Combined Heat and Power, Commercial Power	Total	73926
2018	OR	Combined Heat and Power, Commercial Power	Natural Gas	44742
2018	OR	Combined Heat and Power, Commercial Power	Petroleum	19
2018	OR	Combined Heat and Power, Commercial Power	Other Biomass	29165
2018	OR	Combined Heat and Power, Electric Power	Total	5123590
2018	OR	Combined Heat and Power, Electric Power	Natural Gas	5086578
2018	OR	Combined Heat and Power, Electric Power	Other Biomass	37012
2018	OR	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	0
2018	OR	Electric Generators, Independent Power Producers	Total	11286428
2018	OR	Electric Generators, Independent Power Producers	Geothermal	176235
2018	OR	Electric Generators, Independent Power Producers	Hydroelectric Conventional	243433
2018	OR	Electric Generators, Independent Power Producers	Natural Gas	3686376
2018	OR	Electric Generators, Independent Power Producers	Other	34640
2018	OR	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	565575
2018	OR	Electric Generators, Independent Power Producers	Other Biomass	210232
2018	OR	Electric Generators, Independent Power Producers	Wind	6203937
2018	OR	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	166000
2018	OR	Electric Generators, Electric Utilities	Total	47020281
2018	OR	Electric Generators, Electric Utilities	Coal	1476391
2018	OR	Electric Generators, Electric Utilities	Geothermal	0
2018	OR	Electric Generators, Electric Utilities	Hydroelectric Conventional	35199340
2018	OR	Electric Generators, Electric Utilities	Natural Gas	9031987
2018	OR	Electric Generators, Electric Utilities	Other	-545
2018	OR	Electric Generators, Electric Utilities	Petroleum	4837
2018	OR	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	6121
2018	OR	Electric Generators, Electric Utilities	Other Biomass	58645
2018	OR	Electric Generators, Electric Utilities	Wind	1243505
2018	PA	Total Electric Power Industry	Total	215385830
2018	PA	Total Electric Power Industry	Coal	44086284
2018	PA	Total Electric Power Industry	Pumped Storage	-659143
2018	PA	Total Electric Power Industry	Hydroelectric Conventional	4261757
2018	PA	Total Electric Power Industry	Natural Gas	76390859
2018	PA	Total Electric Power Industry	Nuclear	83476744
2018	PA	Total Electric Power Industry	Other Gases	528492
2018	PA	Total Electric Power Industry	Other	780847
2018	PA	Total Electric Power Industry	Petroleum	625647
2018	PA	Total Electric Power Industry	Solar Thermal and Photovoltaic	62475
2018	PA	Total Electric Power Industry	Other Biomass	1816682
2018	PA	Total Electric Power Industry	Wind	3566917
2018	PA	Total Electric Power Industry	Wood and Wood Derived Fuels	448269
2018	PA	Combined Heat and Power, Industrial Power	Total	2727845
2018	PA	Combined Heat and Power, Industrial Power	Coal	115914
2018	PA	Combined Heat and Power, Industrial Power	Natural Gas	1504970
2018	PA	Combined Heat and Power, Industrial Power	Other Gases	527148
2018	PA	Combined Heat and Power, Industrial Power	Petroleum	71154
2018	PA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	7163
2018	PA	Combined Heat and Power, Industrial Power	Other Biomass	53481
2018	PA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	448016
2018	PA	Combined Heat and Power, Commercial Power	Total	373025
2018	PA	Combined Heat and Power, Commercial Power	Coal	0
2018	PA	Combined Heat and Power, Commercial Power	Natural Gas	130204
2018	PA	Combined Heat and Power, Commercial Power	Other	93237
2018	PA	Combined Heat and Power, Commercial Power	Petroleum	4282
2018	PA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	4875
2018	PA	Combined Heat and Power, Commercial Power	Other Biomass	140427
2018	PA	Combined Heat and Power, Electric Power	Total	8391946
2018	PA	Combined Heat and Power, Electric Power	Coal	3045090
2018	PA	Combined Heat and Power, Electric Power	Natural Gas	5138689
2018	PA	Combined Heat and Power, Electric Power	Other Gases	1345
2018	PA	Combined Heat and Power, Electric Power	Other	79611
2018	PA	Combined Heat and Power, Electric Power	Petroleum	64846
2018	PA	Combined Heat and Power, Electric Power	Other Biomass	62112
2018	PA	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	253
2018	PA	Electric Generators, Independent Power Producers	Total	203742395
2018	PA	Electric Generators, Independent Power Producers	Coal	40925280
2018	PA	Electric Generators, Independent Power Producers	Pumped Storage	-659143
2018	PA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	4119904
2018	PA	Electric Generators, Independent Power Producers	Natural Gas	69610013
2018	PA	Electric Generators, Independent Power Producers	Nuclear	83476744
2018	PA	Electric Generators, Independent Power Producers	Other Gases	0
2018	PA	Electric Generators, Independent Power Producers	Other	607999
2018	PA	Electric Generators, Independent Power Producers	Petroleum	483582
2018	PA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	50437
2018	PA	Electric Generators, Independent Power Producers	Other Biomass	1560662
2018	PA	Electric Generators, Independent Power Producers	Wind	3566917
2018	PA	Electric Generators, Electric Utilities	Total	150619
2018	PA	Electric Generators, Electric Utilities	Coal	0
2018	PA	Electric Generators, Electric Utilities	Hydroelectric Conventional	141853
2018	PA	Electric Generators, Electric Utilities	Natural Gas	6983
2018	PA	Electric Generators, Electric Utilities	Petroleum	1783
2018	RI	Total Electric Power Industry	Total	8375257
2018	RI	Total Electric Power Industry	Coal	0
2018	RI	Total Electric Power Industry	Hydroelectric Conventional	4100
2018	RI	Total Electric Power Industry	Natural Gas	7896940
2018	RI	Total Electric Power Industry	Petroleum	75714
2018	RI	Total Electric Power Industry	Solar Thermal and Photovoltaic	28866
2018	RI	Total Electric Power Industry	Other Biomass	211031
2018	RI	Total Electric Power Industry	Wind	158606
2018	RI	Combined Heat and Power, Industrial Power	Total	146201
2018	RI	Combined Heat and Power, Industrial Power	Natural Gas	146163
2018	RI	Combined Heat and Power, Industrial Power	Petroleum	38
2018	RI	Combined Heat and Power, Commercial Power	Total	58571
2018	RI	Combined Heat and Power, Commercial Power	Natural Gas	49264
2018	RI	Combined Heat and Power, Commercial Power	Petroleum	1882
2018	RI	Combined Heat and Power, Commercial Power	Wind	7424
2018	RI	Electric Generators, Independent Power Producers	Total	8170441
2018	RI	Electric Generators, Independent Power Producers	Coal	0
2018	RI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	4100
2018	RI	Electric Generators, Independent Power Producers	Natural Gas	7701512
2018	RI	Electric Generators, Independent Power Producers	Petroleum	73750
2018	RI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	28866
2018	RI	Electric Generators, Independent Power Producers	Other Biomass	211031
2018	RI	Electric Generators, Independent Power Producers	Wind	151182
2018	RI	Electric Generators, Electric Utilities	Total	44
2018	RI	Electric Generators, Electric Utilities	Petroleum	44
2018	SC	Total Electric Power Industry	Total	99364088
2018	SC	Total Electric Power Industry	Coal	19497485
2018	SC	Total Electric Power Industry	Pumped Storage	-704735
2018	SC	Total Electric Power Industry	Hydroelectric Conventional	3013720
2018	SC	Total Electric Power Industry	Natural Gas	21653796
2018	SC	Total Electric Power Industry	Nuclear	52716469
2018	SC	Total Electric Power Industry	Other	41651
2018	SC	Total Electric Power Industry	Petroleum	343903
2018	SC	Total Electric Power Industry	Solar Thermal and Photovoltaic	510494
2018	SC	Total Electric Power Industry	Other Biomass	149856
2018	SC	Total Electric Power Industry	Wood and Wood Derived Fuels	2141450
2018	SC	Combined Heat and Power, Industrial Power	Total	1701870
2018	SC	Combined Heat and Power, Industrial Power	Coal	16052
2018	SC	Combined Heat and Power, Industrial Power	Natural Gas	128458
2018	SC	Combined Heat and Power, Industrial Power	Other	34311
2018	SC	Combined Heat and Power, Industrial Power	Petroleum	11423
2018	SC	Combined Heat and Power, Industrial Power	Other Biomass	50423
2018	SC	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	1461203
2018	SC	Combined Heat and Power, Commercial Power	Total	2602
2018	SC	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	2397
2018	SC	Combined Heat and Power, Commercial Power	Natural Gas	129
2018	SC	Combined Heat and Power, Commercial Power	Petroleum	76
2018	SC	Combined Heat and Power, Electric Power	Total	616640
2018	SC	Combined Heat and Power, Electric Power	Natural Gas	523894
2018	SC	Combined Heat and Power, Electric Power	Other	7340
2018	SC	Combined Heat and Power, Electric Power	Petroleum	899
2018	SC	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	84507
2018	SC	Electric Generators, Independent Power Producers	Total	2985409
2018	SC	Electric Generators, Independent Power Producers	Hydroelectric Conventional	80133
2018	SC	Electric Generators, Independent Power Producers	Natural Gas	2080288
2018	SC	Electric Generators, Independent Power Producers	Other	0
2018	SC	Electric Generators, Independent Power Producers	Petroleum	4563
2018	SC	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	508291
2018	SC	Electric Generators, Independent Power Producers	Other Biomass	12336
2018	SC	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	299798
2018	SC	Electric Generators, Electric Utilities	Total	94057567
2018	SC	Electric Generators, Electric Utilities	Coal	19481432
2018	SC	Electric Generators, Electric Utilities	Pumped Storage	-704735
2018	SC	Electric Generators, Electric Utilities	Hydroelectric Conventional	2931190
2018	SC	Electric Generators, Electric Utilities	Natural Gas	18921027
2018	SC	Electric Generators, Electric Utilities	Nuclear	52716469
2018	SC	Electric Generators, Electric Utilities	Petroleum	326942
2018	SC	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	2203
2018	SC	Electric Generators, Electric Utilities	Other Biomass	87097
2018	SC	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	295942
2018	SD	Total Electric Power Industry	Total	12616396
2018	SD	Total Electric Power Industry	Coal	2339337
2018	SD	Total Electric Power Industry	Hydroelectric Conventional	6266270
2018	SD	Total Electric Power Industry	Natural Gas	1167719
2018	SD	Total Electric Power Industry	Other	0
2018	SD	Total Electric Power Industry	Petroleum	6396
2018	SD	Total Electric Power Industry	Solar Thermal and Photovoltaic	1672
2018	SD	Total Electric Power Industry	Other Biomass	0
2018	SD	Total Electric Power Industry	Wind	2835002
2018	SD	Combined Heat and Power, Commercial Power	Total	16
2018	SD	Combined Heat and Power, Commercial Power	Petroleum	16
2018	SD	Electric Generators, Independent Power Producers	Total	1988021
2018	SD	Electric Generators, Independent Power Producers	Other	0
2018	SD	Electric Generators, Independent Power Producers	Petroleum	25
2018	SD	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1672
2018	SD	Electric Generators, Independent Power Producers	Wind	1986324
2018	SD	Electric Generators, Electric Utilities	Total	10628359
2018	SD	Electric Generators, Electric Utilities	Coal	2339337
2018	SD	Electric Generators, Electric Utilities	Hydroelectric Conventional	6266270
2018	SD	Electric Generators, Electric Utilities	Natural Gas	1167719
2018	SD	Electric Generators, Electric Utilities	Petroleum	6356
2018	SD	Electric Generators, Electric Utilities	Other Biomass	0
2018	SD	Electric Generators, Electric Utilities	Wind	848678
2018	TN	Total Electric Power Industry	Total	81554917
2018	TN	Total Electric Power Industry	Coal	20966713
2018	TN	Total Electric Power Industry	Pumped Storage	-619844
2018	TN	Total Electric Power Industry	Hydroelectric Conventional	10292725
2018	TN	Total Electric Power Industry	Natural Gas	13398703
2018	TN	Total Electric Power Industry	Nuclear	36176382
2018	TN	Total Electric Power Industry	Other Gases	11175
2018	TN	Total Electric Power Industry	Other	8457
2018	TN	Total Electric Power Industry	Petroleum	129555
2018	TN	Total Electric Power Industry	Solar Thermal and Photovoltaic	167594
2018	TN	Total Electric Power Industry	Other Biomass	87220
2018	TN	Total Electric Power Industry	Wind	41009
2018	TN	Total Electric Power Industry	Wood and Wood Derived Fuels	895227
2018	TN	Combined Heat and Power, Industrial Power	Total	2183259
2018	TN	Combined Heat and Power, Industrial Power	Coal	647194
2018	TN	Combined Heat and Power, Industrial Power	Natural Gas	602574
2018	TN	Combined Heat and Power, Industrial Power	Other Gases	11175
2018	TN	Combined Heat and Power, Industrial Power	Other	8457
2018	TN	Combined Heat and Power, Industrial Power	Petroleum	2382
2018	TN	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	6263
2018	TN	Combined Heat and Power, Industrial Power	Other Biomass	9986
2018	TN	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	895227
2018	TN	Combined Heat and Power, Commercial Power	Total	228945
2018	TN	Combined Heat and Power, Commercial Power	Coal	0
2018	TN	Combined Heat and Power, Commercial Power	Natural Gas	224807
2018	TN	Combined Heat and Power, Commercial Power	Petroleum	0
2018	TN	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	4138
2018	TN	Electric Generators, Independent Power Producers	Total	288652
2018	TN	Electric Generators, Independent Power Producers	Natural Gas	13874
2018	TN	Electric Generators, Independent Power Producers	Petroleum	300
2018	TN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	156235
2018	TN	Electric Generators, Independent Power Producers	Other Biomass	77234
2018	TN	Electric Generators, Independent Power Producers	Wind	41009
2018	TN	Electric Generators, Electric Utilities	Total	78854061
2018	TN	Electric Generators, Electric Utilities	Coal	20319519
2018	TN	Electric Generators, Electric Utilities	Pumped Storage	-619844
2018	TN	Electric Generators, Electric Utilities	Hydroelectric Conventional	10292725
2018	TN	Electric Generators, Electric Utilities	Natural Gas	12557448
2018	TN	Electric Generators, Electric Utilities	Nuclear	36176382
2018	TN	Electric Generators, Electric Utilities	Petroleum	126873
2018	TN	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	958
2018	TN	Electric Generators, Electric Utilities	Other Biomass	0
2018	TN	Electric Generators, Electric Utilities	Wind	0
2018	TX	Total Electric Power Industry	Total	477352425
2018	TX	Total Electric Power Industry	Coal	111722643
2018	TX	Total Electric Power Industry	Hydroelectric Conventional	1126378
2018	TX	Total Electric Power Industry	Natural Gas	239713084
2018	TX	Total Electric Power Industry	Nuclear	41185739
2018	TX	Total Electric Power Industry	Other Gases	2526476
2018	TX	Total Electric Power Industry	Other	452629
2018	TX	Total Electric Power Industry	Petroleum	129313
2018	TX	Total Electric Power Industry	Solar Thermal and Photovoltaic	3205647
2018	TX	Total Electric Power Industry	Other Biomass	585208
2018	TX	Total Electric Power Industry	Wind	75700434
2018	TX	Total Electric Power Industry	Wood and Wood Derived Fuels	1004874
2018	TX	Combined Heat and Power, Industrial Power	Total	44578983
2018	TX	Combined Heat and Power, Industrial Power	Natural Gas	42029373
2018	TX	Combined Heat and Power, Industrial Power	Other Gases	1112990
2018	TX	Combined Heat and Power, Industrial Power	Other	384470
2018	TX	Combined Heat and Power, Industrial Power	Petroleum	71754
2018	TX	Combined Heat and Power, Industrial Power	Other Biomass	123157
2018	TX	Combined Heat and Power, Industrial Power	Wind	10038
2018	TX	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	847201
2018	TX	Combined Heat and Power, Commercial Power	Total	743060
2018	TX	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	1168
2018	TX	Combined Heat and Power, Commercial Power	Natural Gas	652835
2018	TX	Combined Heat and Power, Commercial Power	Petroleum	759
2018	TX	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	1777
2018	TX	Combined Heat and Power, Commercial Power	Other Biomass	33262
2018	TX	Combined Heat and Power, Commercial Power	Wind	53259
2018	TX	Combined Heat and Power, Electric Power	Total	40650047
2018	TX	Combined Heat and Power, Electric Power	Natural Gas	39161150
2018	TX	Combined Heat and Power, Electric Power	Other Gases	1413486
2018	TX	Combined Heat and Power, Electric Power	Other	75411
2018	TX	Electric Generators, Independent Power Producers	Total	298415819
2018	TX	Electric Generators, Independent Power Producers	Coal	64420228
2018	TX	Electric Generators, Independent Power Producers	Hydroelectric Conventional	33085
2018	TX	Electric Generators, Independent Power Producers	Natural Gas	113635611
2018	TX	Electric Generators, Independent Power Producers	Nuclear	41185739
2018	TX	Electric Generators, Independent Power Producers	Other	-6898
2018	TX	Electric Generators, Independent Power Producers	Petroleum	17584
2018	TX	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	3195453
2018	TX	Electric Generators, Independent Power Producers	Other Biomass	428790
2018	TX	Electric Generators, Independent Power Producers	Wind	75348554
2018	TX	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	157673
2018	TX	Electric Generators, Electric Utilities	Total	92964516
2018	TX	Electric Generators, Electric Utilities	Coal	47302414
2018	TX	Electric Generators, Electric Utilities	Hydroelectric Conventional	1092125
2018	TX	Electric Generators, Electric Utilities	Natural Gas	44234116
2018	TX	Electric Generators, Electric Utilities	Other	-354
2018	TX	Electric Generators, Electric Utilities	Petroleum	39215
2018	TX	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	8417
2018	TX	Electric Generators, Electric Utilities	Wind	288583
2018	TX	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2018	US-Total	Total Electric Power Industry	Total	4178277344
2018	US-Total	Total Electric Power Industry	Coal	1149487339
2018	US-Total	Total Electric Power Industry	Geothermal	15967134
2018	US-Total	Total Electric Power Industry	Pumped Storage	-5904539
2018	US-Total	Total Electric Power Industry	Hydroelectric Conventional	292523989
2018	US-Total	Total Electric Power Industry	Natural Gas	1469132682
2018	US-Total	Total Electric Power Industry	Nuclear	807084477
2018	US-Total	Total Electric Power Industry	Other Gases	13462749
2018	US-Total	Total Electric Power Industry	Other	12973204
2018	US-Total	Total Electric Power Industry	Petroleum	25225618
2018	US-Total	Total Electric Power Industry	Solar Thermal and Photovoltaic	63825315
2018	US-Total	Total Electric Power Industry	Other Biomass	20895765
2018	US-Total	Total Electric Power Industry	Wind	272667454
2018	US-Total	Total Electric Power Industry	Wood and Wood Derived Fuels	40936159
